timestamp_sec,elapsed_sec,total_physical_mb_written,interval_mb_written,write_rate_mbps
1786366858.39,224.35,10424216.80,134.28,67.14
1786366860.41,226.36,10424351.56,134.77,67.38
1786366862.42,228.37,10424351.56,0.00,0.00
1786366864.44,230.39,10424489.75,138.18,69.09
1786366866.45,232.40,10424489.75,0.00,0.00
1786366868.46,234.42,10424753.91,264.16,132.08
1786366870.48,236.43,10424889.65,135.74,67.87
1786366872.49,238.44,10424889.65,0.00,0.00
1786366874.50,240.46,10425096.68,207.03,103.52
1786366876.54,242.49,10425099.61,2.93,1.46
1786366878.56,244.51,10425437.99,338.38,169.19
1786366880.57,246.53,10425437.99,0.00,0.00
1786366882.59,248.54,10425437.99,0.00,0.00
1786366884.63,250.58,10425625.49,187.50,93.75
1786366886.67,252.62,10425806.15,180.66,90.33
1786366888.68,254.64,10425844.73,38.57,19.29
1786366890.69,256.65,10426003.91,159.18,79.59
1786366892.71,258.66,10426003.91,0.00,0.00
1786366894.72,260.67,10426143.07,139.16,69.58
1786366896.73,262.69,10426143.55,0.49,0.24
1786366898.75,264.70,10426328.61,185.06,92.53
1786366900.76,266.71,10426468.26,139.65,69.82
1786366902.78,268.73,10426468.26,0.00,0.00
1786366904.79,270.75,10426678.71,210.45,105.22
1786366907.10,273.06,10426678.71,0.00,0.00
1786366909.12,275.08,10427032.71,354.00,177.00
1786366911.14,277.09,10427033.20,0.49,0.24
1786366913.16,279.11,10427033.20,0.00,0.00
1786366915.20,281.15,10427151.86,118.65,59.33
1786366917.21,283.17,10427152.34,0.49,0.24
1786366919.23,285.18,10427936.04,783.69,391.85
1786366921.25,287.20,10428388.67,452.64,226.32
1786366923.26,289.22,10428388.67,0.00,0.00
1786366925.28,291.24,10428669.43,280.76,140.38
1786366927.30,293.25,10428669.43,0.00,0.00
1786366929.32,295.27,10429299.80,630.37,315.19
1786366931.34,297.29,10429300.29,0.49,0.24
1786366933.35,299.31,10429300.29,0.00,0.00
1786366935.38,301.33,10429408.69,108.40,54.20
1786366937.40,303.35,10429536.62,127.93,63.96
1786366939.42,305.37,10429634.77,98.14,49.07
1786366941.43,307.38,10429635.25,0.49,0.24
1786366943.45,309.40,10429635.25,0.00,0.00
1786366945.47,311.42,10429959.96,324.71,162.35
1786366947.48,313.44,10429975.59,15.62,7.81
1786366949.49,315.45,10430259.77,284.18,142.09
1786366951.51,317.46,10430260.25,0.49,0.24
1786366953.53,319.48,10430260.25,0.00,0.00
1786366955.56,321.51,10430425.78,165.53,82.76
1786366957.58,323.53,10430454.10,28.32,14.16
1786366959.59,325.54,10430696.78,242.68,121.34
1786366961.60,327.55,10430697.27,0.49,0.24
1786366963.61,329.57,10430697.27,0.00,0.00
1786366965.65,331.60,10430918.46,221.19,110.60
1786366967.67,333.62,10430980.47,62.01,31.01
1786366969.69,335.64,10431019.53,39.06,19.53
1786366971.71,337.66,10431153.32,133.79,66.89
1786366973.72,339.68,10431153.81,0.49,0.24
1786366975.74,341.69,10431285.16,131.35,65.67
1786366977.75,343.70,10431522.46,237.30,118.65
1786366979.77,345.72,10431827.15,304.69,152.34
1786366981.79,347.74,10431919.92,92.77,46.39
1786366983.81,349.76,10431919.92,0.00,0.00
1786366985.82,351.77,10432162.11,242.19,121.09
1786366987.83,353.79,10432613.77,451.66,225.83
1786366989.85,355.80,10432862.79,249.02,124.51
1786366991.86,357.81,10432869.63,6.84,3.42
1786366993.88,359.84,10432869.63,0.00,0.00
1786366995.90,361.85,10432981.45,111.82,55.91
1786366997.92,363.87,10433104.49,123.05,61.52
1786366999.93,365.88,10433112.30,7.81,3.91
1786367001.95,367.90,10433313.48,201.17,100.59
1786367003.97,369.92,10434126.46,812.99,406.49
1786367005.98,371.94,10434405.76,279.30,139.65
1786367008.00,373.95,10434405.76,0.00,0.00
1786367010.02,375.97,10434941.41,535.64,267.82
1786367012.19,378.15,10434941.41,0.00,0.00
1786367014.21,380.16,10435104.49,163.09,81.54
1786367016.22,382.18,10435199.71,95.21,47.61
1786367018.24,384.19,10435338.87,139.16,69.58
1786367020.26,386.21,10435412.11,73.24,36.62
1786367022.27,388.22,10435527.34,115.23,57.62
1786367024.28,390.24,10435598.63,71.29,35.64
1786367026.29,392.25,10435685.06,86.43,43.21
1786367028.31,394.26,10435835.94,150.88,75.44
1786367030.32,396.28,10435835.94,0.00,0.00
1786367032.34,398.29,10436010.25,174.32,87.16
1786367034.35,400.31,10436010.74,0.49,0.24
1786367036.38,402.33,10436304.69,293.95,146.97
1786367038.39,404.34,10436315.92,11.23,5.62
1786367040.40,406.36,10436315.92,0.00,0.00
1786367042.42,408.37,10436315.92,0.00,0.00
1786367044.51,410.46,10436315.92,0.00,0.00
1786367046.52,412.47,10436544.43,228.52,114.26
1786367048.54,414.49,10436544.43,0.00,0.00
1786367050.55,416.50,10436544.43,0.00,0.00
1786367052.61,418.57,10436724.12,179.69,89.84
1786367054.64,420.60,10436787.11,62.99,31.49
1786367056.66,422.61,10436988.28,201.17,100.59
1786367058.67,424.63,10436994.14,5.86,2.93
1786367060.69,426.64,10436994.14,0.00,0.00
1786367062.71,428.66,10436994.14,0.00,0.00
1786367064.73,430.68,10436994.14,0.00,0.00
1786367066.75,432.70,10437187.50,193.36,96.68
1786367068.76,434.71,10437548.83,361.33,180.66
1786367070.78,436.73,10437548.83,0.00,0.00
1786367072.79,438.75,10437548.83,0.00,0.00
1786367074.81,440.76,10437548.83,0.00,0.00
1786367076.83,442.78,10437688.96,140.14,70.07
1786367078.84,444.80,10438397.95,708.98,354.49
1786367080.86,446.81,10438398.44,0.49,0.24
1786367082.94,448.89,10438398.44,0.00,0.00
1786367084.96,450.91,10438880.37,481.93,240.97
1786367086.97,452.92,10438880.37,0.00,0.00
1786367088.98,454.94,10439710.94,830.57,415.28
1786367091.00,456.95,10439711.43,0.49,0.24
1786367093.09,459.05,10439711.43,0.00,0.00
1786367095.11,461.06,10440121.09,409.67,204.83
1786367097.12,463.08,10440121.09,0.00,0.00
1786367099.14,465.09,10440568.36,447.27,223.63
1786367101.15,467.11,10440568.36,0.00,0.00
1786367103.17,469.12,10440568.36,0.00,0.00
1786367105.19,471.14,10441027.34,458.98,229.49
1786367107.21,473.16,10441027.34,0.00,0.00
1786367109.22,475.18,10441723.14,695.80,347.90
1786367111.24,477.19,10441723.14,0.00,0.00
1786367113.26,479.21,10441723.14,0.00,0.00
1786367115.28,481.23,10441972.17,249.02,124.51
1786367117.29,483.25,10441972.17,0.00,0.00
1786367119.31,485.26,10442109.38,137.21,68.60
1786367121.33,487.28,10442839.36,729.98,364.99
1786367123.35,489.30,10442839.84,0.49,0.24
1786367125.36,491.32,10443003.42,163.57,81.79
1786367127.38,493.34,10443348.14,344.73,172.36
1786367129.40,495.36,10443478.52,130.37,65.19
1786367131.42,497.37,10443478.52,0.00,0.00
1786367133.43,499.39,10443478.52,0.00,0.00
1786367135.46,501.41,10443778.81,300.29,150.15
1786367137.47,503.42,10443778.81,0.00,0.00
1786367139.49,505.44,10444250.49,471.68,235.84
1786367141.50,507.46,10444250.49,0.00,0.00
1786367143.52,509.47,10444250.98,0.49,0.24
1786367145.54,511.49,10444786.13,535.16,267.58
1786367147.56,513.51,10444786.13,0.00,0.00
1786367149.58,515.53,10445378.91,592.77,296.39
1786367151.59,517.55,10445379.39,0.49,0.24
1786367153.61,519.57,10445379.39,0.00,0.00
1786367155.65,521.60,10445517.09,137.70,68.85
1786367157.66,523.62,10445517.09,0.00,0.00
1786367159.68,525.63,10446021.97,504.88,252.44
1786367161.69,527.65,10446021.97,0.00,0.00
1786367163.71,529.66,10446021.97,0.00,0.00
1786367165.72,531.67,10446260.74,238.77,119.38
1786367167.74,533.69,10446260.74,0.00,0.00
1786367169.75,535.71,10446688.96,428.22,214.11
1786367171.77,537.73,10446688.96,0.00,0.00
1786367173.79,539.74,10446688.96,0.00,0.00
1786367175.81,541.76,10446824.22,135.25,67.63
1786367177.82,543.77,10446939.45,115.23,57.62
1786367179.83,545.78,10446990.72,51.27,25.63
1786367181.84,547.80,10447722.17,731.45,365.72
1786367183.86,549.81,10447722.66,0.49,0.24
1786367185.89,551.84,10447802.73,80.08,40.04
1786367187.92,553.88,10448136.72,333.98,166.99
1786367189.95,555.91,10448228.52,91.80,45.90
1786367191.99,557.94,10448863.28,634.77,317.38
1786367194.02,559.97,10448864.75,1.46,0.73
1786367196.05,562.01,10449125.00,260.25,130.13
1786367198.09,564.04,10449294.92,169.92,84.96
1786367200.12,566.07,10449679.69,384.77,192.38
1786367202.13,568.08,10449708.50,28.81,14.40
1786367204.15,570.10,10450007.81,299.32,149.66
1786367206.16,572.11,10450102.05,94.24,47.12
1786367208.17,574.12,10450630.86,528.81,264.40
1786367210.19,576.14,10450630.86,0.00,0.00
1786367212.20,578.15,10450631.35,0.49,0.24
1786367214.24,580.19,10450997.56,366.21,183.11
1786367216.25,582.21,10451146.48,148.93,74.46
1786367218.27,584.22,10451644.53,498.05,249.02
1786367220.28,586.23,10451864.26,219.73,109.86
1786367222.29,588.24,10451864.26,0.00,0.00
1786367224.37,590.32,10451961.91,97.66,48.83
1786367226.39,592.34,10452099.61,137.70,68.85
1786367228.40,594.36,10452275.39,175.78,87.89
1786367230.43,596.38,10452294.92,19.53,9.77
1786367232.45,598.40,10452295.41,0.49,0.24
1786367234.46,600.41,10452295.41,0.00,0.00
1786367236.49,602.45,10452540.04,244.63,122.31
1786367238.51,604.46,10452710.45,170.41,85.21
1786367240.52,606.48,10452800.29,89.84,44.92
1786367242.54,608.49,10452800.78,0.49,0.24
1786367244.56,610.51,10452959.96,159.18,79.59
